32,84,94
39,128,302
38,176,217
46,227,259
49,199,238
9,56,73
10,62,84
13,91,103
11,137,176
13,88,129
15,95,153
15,109,170
17,116,199
16,123,219
18,131,249
19,161,295
21,152,322
21,166,348
24,173,384
27,190,441
24,188,466
25,199,510
29,211,541
28,221,592
29,221,651
31,236,691
30,242,751
33,262,800
34,259,852
35,275,904
35,273,982
36,289,952
36,295,1003
36,306,1080
39,306,1127
40,317,1182
40,323,1264
44,347,1319
40,342,1359
40,345,1350
41,333,1431
44,346,1601
45,359,1662
57,524,2259
45,381,1777
50,403,1878
47,390,1903
49,418,2323
52,462,2409
52,423,2515
51,416,2551
54,444,2664
54,453,2810
59,473,3112
55,466,3080
60,485,3206
57,475,3335
61,509,3241
62,511,3369
62,527,3486
66,514,3616
66,526,3840
66,558,4212
64,579,4304
70,558,4234
65,563,4376
69,567,4550
70,591,4635
74,593,4783
74,605,4933
74,591,5024
71,637,5203
72,624,5325
77,629,5508
76,624,5606
82,641,5816
77,635,6086
80,670,6368
83,673,6653
80,691,6934
82,672,7165
80,672,7402
83,698,7709
81,709,8011
85,700,8580
87,711,8645
86,698,8893
85,732,9084
87,739,9436
88,749,9787
90,733,10441
89,754,10454
89,761,11219
93,772,11239
92,770,11628
92,788,11879
93,773,12249
91,812,12616
96,815,13071
99,832,13348
97,798,13778
102,823,14134
99,837,14501
101,862,14888
101,840,15398
101,867,15663
105,867,16145
100,893,16517
103,887,16990
112,987,18191
120,940,18503
113,917,18324
108,916,18620
110,932,19216
114,943,19876
113,964,20345
117,958,20788
116,993,21236
115,969,21376
117,1003,21883
117,977,22187
134,996,22907
120,1003,23177
120,1016,23619
121,1021,24144
121,1017,24684
125,1014,25164
126,1063,25808
126,1051,26253
124,1061,26874
126,1039,28161
131,1093,28187
129,1117,28850
131,1133,29745
135,1094,30797
131,1128,30127
131,1087,30739
133,1131,31378
140,1157,31945
135,1191,32551
136,1126,33164
137,1146,33757
138,1158,34437
138,1185,35067
142,1169,35723
159,1275,37244
143,1174,37122
145,1219,37414
143,1236,38184
148,1223,38601
145,1194,39371
149,1246,40649
148,1247,40914
145,1251,41667
147,1247,42379
151,1278,43596
150,1307,43897
152,1333,44632
152,1334,45175
153,1343,45900
154,1280,46818
160,1306,47995
176,1351,49257
160,1372,50046
175,1408,50445
160,1333,50447
159,1330,51332
164,1398,53594
160,1354,52773
175,1399,53361
167,1345,54199
161,1384,55019
167,1404,55994
182,1431,56641
165,1396,58103
171,1424,58406
169,1392,59314
168,1448,59941
172,1440,61164
174,1484,62623
178,1479,64047
174,1484,64759
176,1501,65779
183,1542,66898
182,1478,68176
180,1506,68114
182,1496,68776
178,1575,68976
186,1534,71304
185,1568,72753
190,1572,73779
214,1647,74068
185,1575,75784
205,1646,76614
207,1592,77170
189,1640,78234
193,1632,79161
197,1655,80581
195,1636,80956
190,1724,82529
194,1611,83091
198,1707,84278
196,1697,84839
226,1767,85365
212,1668,86851
198,1668,87356
216,1664,89384
201,1756,90721
209,1761,92555
201,1733,92196
204,1689,92926
208,1716,94278
207,1740,95048
239,1770,96480
208,1748,96907
209,1778,97598
207,1722,98850
220,1841,99766
227,1835,101903
225,1935,104208
214,1769,103443
229,1818,104042
231,1822,105676
217,1863,106334
233,1826,108088
236,1854,109275
233,1807,109743
217,1948,113369
238,1856,112895
231,2007,113194
226,1870,115875
234,1944,117127
240,2003,118745
239,1965,119700
229,1914,120896
227,1989,122562
242,1946,125027
240,2081,126704
254,2049,127858
275,2175,129057
240,2009,129985
241,2055,131218
245,2047,131913
239,2048,131982
262,2054,133693
260,2102,134468
250,2021,133472
236,2100,133960
237,2046,135103
241,2052,136986
251,2038,137219
262,2155,140617
250,2141,142671
247,2146,144097
266,2080,144774
249,2109,146287
265,2093,146998
252,2203,148868
251,2117,146989
247,2157,148311
248,2170,149177
267,2102,150071
253,2141,151657
252,2165,152847
268,2119,155183
277,2164,156426
257,2159,159129
277,2243,163749
259,2212,161577
262,2220,162746
265,2153,163958
276,2288,163054
274,2251,167724
269,2267,168472
260,2196,165601
265,2209,167194
286,2201,170172
267,2262,170416
263,2262,172613
269,2400,176427
267,2192,175370
283,2289,175697
285,2281,178781
273,2307,178801
270,2266,180496
308,2366,185398
278,2322,186841
298,2424,187912
283,2507,192178
286,2444,197458
286,2300,195230
293,2442,201832
290,2458,199148
298,2456,202997
293,2485,204325
328,2543,212616
334,2492,211908
365,2762,224497
323,2586,214447
323,2660,216116
336,2547,217640
332,2575,219688
314,2578,217308
317,2624,219835
348,2563,223446
313,2625,224458
321,2661,224409
304,2630,225886
305,2555,224937
311,2577,226676
343,2581,234072
348,2622,232886
363,2628,236104
317,2651,232709
323,2571,232067
378,2716,235296
314,2639,241132
313,2727,240875
344,2697,242936
322,2736,242338
326,2623,240483
372,2673,250316
323,2651,242058
328,2694,246882
308,2589,243375
347,2768,257680
327,2639,251799
334,2812,263467
320,2675,256771
326,2913,257908
334,2673,263558
319,2697,255849
331,2776,267177
325,2769,266085
369,2910,270683
337,2903,275627
337,2773,272410
359,2839,274381
344,2839,281303
344,2854,281006
327,2718,273326
344,2803,285810
360,2813,280518
348,2940,283116
358,2923,290308
364,2990,291287
341,2830,290449
346,3049,291587
378,2858,295796
353,2890,295899
348,2837,296592
358,2844,291128
344,2854,292516
356,2862,295810
374,2926,309433
358,2947,313570
357,2922,315553
405,3058,311717
353,2934,310579
345,2960,306264
347,2850,309049
377,2931,310446
344,2901,311485
350,2957,318534
433,3139,337722
366,3199,333974
404,3058,335479
392,3193,336161
364,3027,337213
363,3171,338355
377,2959,335829
430,3460,351407
384,3176,347244
374,3059,336929
353,2973,334882
389,3042,336434
361,2989,339587
405,3085,340464
356,3089,343012
365,3172,346025
379,3019,347357
363,3039,349358
407,3087,351533
362,3210,353193
390,3067,357367
375,3133,360016
404,3123,363898
370,3175,362103
413,3172,363473
370,3209,365461
376,3061,368536
388,3228,370308
380,3178,372371
394,3182,375435
391,3274,376082
417,3277,387908
382,3226,386966
391,3433,382646
382,3229,384483
408,3309,387020
387,3184,389483
417,3203,392082
381,3271,393450
402,3302,395994
384,3202,397104
438,3257,400897
383,3254,401352
414,3331,403836
389,3268,406456
415,3330,409108
417,3227,413978
425,3370,419613
389,3431,414754
431,3319,418407
408,3297,419166
434,3387,422263
398,3269,424277
429,3383,428442
398,3406,428240
430,3420,433286
413,3291,434277
403,3337,435711
432,3405,438321
405,3440,439154
431,3326,442940
416,3412,443769
425,3357,447898
400,3501,448337
438,3470,450426
426,3521,456315
404,3336,455744
450,3493,459061
405,3488,459513
456,3508,463560
414,3456,464295
444,3466,468248
450,3441,473928
434,3588,476749
443,3616,477442
428,3590,477225
434,3472,479633
455,3537,482618
419,3533,484005
450,3607,490088
445,3535,488195
453,3529,491139
469,3551,493818
427,3704,496464
449,3581,497462
472,3676,500900
424,3572,502537
454,3685,506334
447,3675,512360
472,3686,511861
461,3570,513101
434,3624,516347
455,3607,517233
473,3768,525514
437,3737,522108
469,3727,526040
468,3630,527307
441,3692,531440
477,3729,532703
469,3791,536118
445,3705,537393
459,3756,544365
475,3677,543284
452,3818,544986
464,3716,550634
495,3829,555262
447,3638,553891
473,3784,555249
483,3782,560061
480,3816,562108
463,3819,575609
473,3846,575369
484,3800,568718
459,3891,571354
490,3864,575413
488,3963,577617
491,3777,582627
452,3849,582323
498,4002,586658
481,3951,588288
491,3825,590648
462,3840,592877
479,3822,594454
500,3993,598607
476,3880,600258
471,4006,608482
498,3848,607087
494,3989,607354
489,3970,611788
466,4010,613707
500,3919,617744
517,3979,619821
498,3900,622099
474,4089,627323
492,3993,627797
506,4191,634544
497,3912,633609
486,4003,636150
478,4363,641677
500,4095,641991
501,3949,643957
497,4023,648253
516,3987,650220
503,4153,652703
505,4113,656242
514,4123,658276
498,3966,660598
507,4202,681399
517,4123,676430
515,4094,668793
492,4087,672892
527,4151,674697
513,4091,676553
509,4221,683254
526,4145,684541
505,4274,685871
493,4343,689563
514,4166,694732
507,4205,694467
534,4229,696990
518,4158,705897
504,4216,704661
562,4166,706556
544,4315,711557
525,4217,711964
504,4257,715959
529,4117,716677
540,4288,721571
537,4375,727644
565,4327,725760
518,4218,729806
546,4268,733020
543,4208,740349
520,4346,738255
524,4325,741316
522,4425,745944
544,4233,747647
514,4283,749022
544,4381,760324
545,4408,757914
534,4311,760536
538,4325,763680
537,4311,765179
581,4484,771934
536,4396,772183
556,4413,774892
532,4313,780292
543,4406,781613
537,4484,783909
539,4448,786863
558,4390,794280
537,4388,792763
546,4335,796058
600,4535,800688
563,4499,809401
558,4701,820067
574,4405,807151
553,4450,811192
554,4492,816055
549,4603,819131
568,4518,820894
558,4505,824605
551,4463,829217
562,4633,831012
556,4481,835423
557,4616,837792
573,4430,838877
579,4593,842361
560,4715,848508
574,4606,848926
579,4514,852087
589,4849,900290
610,4874,909141
577,4713,872363
567,4631,867408
569,4777,872180
656,5068,996034
585,4715,904132
569,4648,876802
570,4788,883369
587,4634,884148
590,4631,888614
571,4623,891274
578,4788,918945
663,5215,1020727
575,4739,900334
584,4685,908659
577,4768,910804
676,5255,1012039
575,4901,915174
675,5250,1038226
587,4803,923516
664,5151,1000618
584,4887,927076
624,5031,993609
579,4936,934043
652,5076,998443
601,4816,941000
589,4848,946973
598,4915,947304
588,4782,950836
605,4830,953623
656,4994,986984
600,5000,977614
623,4993,976558
600,4909,970644
601,4750,971560
601,4926,973850
597,4920,998576
660,5220,984712
622,4904,993716
605,4978,988355
597,4835,991750
598,5031,998509
619,4948,1001999
592,5109,1002930
606,4855,1005838
624,4943,1008623
605,4993,1012638
618,5120,1019711
609,4947,1040308
696,5377,1153591
673,5391,1031050
718,5741,1177728
618,5025,1032596
628,5063,1036961
630,4955,1043654
624,5148,1046477
616,5090,1047253
619,5150,1050777
618,5046,1056256
615,5124,1060899
628,5057,1061445
633,5219,1065965
624,5167,1068395
628,5303,1071772
646,5157,1091696
629,5232,1080626
634,5172,1082691
663,5291,1092084
631,5127,1088974
633,5159,1094409
645,5093,1100728
630,5336,1100077
631,5210,1104795
638,5270,1107382
650,5117,1112138
641,5253,1119622
663,5297,1119090
642,5338,1122795
649,5226,1125555
636,5298,1130546
665,5235,1132412
650,5322,1136816
645,5388,1140778
672,5396,1145703
633,5233,1151621
648,5224,1150434
670,5359,1155743
643,5409,1159315
649,5274,1162691
656,5380,1175957
685,5496,1219045
712,5877,1223989
674,5479,1217268
702,5724,1247162
722,5534,1251360
745,5722,1251075
754,5829,1260982
694,5612,1222737
677,5452,1217091
679,5828,1257912
714,5605,1274604
723,5921,1290396
682,5581,1242916
711,5732,1251058
668,5386,1243128
729,5677,1290066
680,5680,1275743
736,5978,1299788
681,5485,1255425
677,5563,1242594
693,5472,1259424
726,5700,1272428
706,5571,1269120
711,5653,1268848
689,5506,1262519
703,5611,1274800
690,5705,1273512
