4,12,8
5,21,30
8,33,22
11,49,27
1,11,6
1,12,7
2,15,8
3,18,9
3,20,10
3,23,11
3,24,12
3,27,12
3,30,14
4,32,16
8,49,25
6,42,19
6,42,17
6,43,19
5,45,20
6,48,22
6,54,23
5,53,23
5,54,27
7,61,27
12,92,41
12,68,31
8,69,30
8,71,32
12,82,34
9,81,35
10,78,35
8,87,36
10,85,37
9,86,39
15,89,41
9,92,40
15,128,55
11,97,45
12,103,44
14,101,45
11,103,47
14,137,66
14,113,54
15,118,58
18,113,52
12,116,54
11,123,57
17,125,60
17,128,60
14,126,63
15,134,65
17,140,68
12,141,71
18,142,74
15,147,73
21,150,76
18,152,75
14,155,78
16,160,79
18,164,84
17,164,87
19,175,99
15,172,94
20,170,98
21,173,93
20,178,97
17,183,99
19,183,101
17,186,102
19,189,105
17,187,108
23,194,102
22,198,104
21,202,107
22,201,113
27,205,112
24,209,118
25,209,120
21,218,120
27,213,122
24,218,125
21,224,129
26,226,132
30,227,133
27,221,130
21,217,131
23,226,134
22,236,136
27,231,144
23,237,144
24,234,151
27,233,156
28,243,153
24,246,156
27,247,159
25,250,165
29,283,183
26,260,177
32,262,175
26,266,179
24,261,186
25,278,182
27,280,188
30,271,189
31,270,190
30,279,199
28,286,202
31,281,202
28,293,205
35,279,213
28,292,208
28,297,213
31,296,218
31,312,219
25,308,225
34,298,228
32,312,225
34,314,232
36,316,236
36,312,239
36,316,245
30,320,251
32,316,253
31,327,253
35,337,257
33,345,272
34,329,266
29,342,258
34,348,270
37,358,274
33,339,275
37,375,307
46,367,289
42,350,285
36,367,284
41,368,292
29,365,295
40,376,306
46,360,308
36,366,306
47,376,305
45,381,312
39,383,318
37,378,323
48,390,328
39,380,323
39,384,328
46,395,332
36,385,336
42,396,356
49,392,340
40,405,346
47,406,354
49,403,357
52,405,358
50,435,362
39,412,365
37,438,405
34,435,385
49,433,405
58,450,404
54,430,397
52,436,396
50,445,409
53,460,410
59,432,412
51,462,414
54,453,429
47,466,433
44,467,431
53,454,439
50,470,441
50,454,450
42,450,436
40,464,443
43,467,456
53,459,445
42,465,457
53,482,491
56,480,489
45,485,483
61,493,487
59,466,487
50,485,490
46,488,503
47,499,506
51,503,502
45,503,514
64,508,514
33,516,520
63,492,524
55,514,530
61,528,527
50,512,543
57,512,556
71,502,552
60,531,554
60,543,590
57,530,568
63,544,568
54,533,577
49,541,580
59,543,603
59,569,614
54,552,597
53,525,598
86,551,605
51,559,613
52,568,634
72,548,625
56,539,626
55,570,637
52,583,644
60,621,668
56,582,665
70,563,662
53,573,663
48,573,657
64,569,673
60,576,675
60,571,692
65,593,686
61,599,691
57,589,698
62,591,689
61,580,708
60,599,705
75,584,711
74,652,729
70,593,721
64,591,721
69,619,728
49,610,747
67,618,748
54,612,752
56,649,770
61,642,786
61,644,797
77,650,796
74,632,820
69,636,811
62,670,824
80,668,840
73,647,829
61,667,840
78,659,836
57,665,852
80,670,861
54,675,793
77,665,867
66,660,877
59,675,828
63,678,810
78,652,938
64,719,880
73,665,843
75,676,851
85,690,857
76,675,872
73,699,886
72,696,882
66,699,891
70,700,902
62,711,904
80,716,906
71,688,911
60,775,963
54,697,942
72,722,928
69,731,951
78,741,969
69,741,988
72,720,977
77,738,997
79,746,1003
73,756,1006
106,762,1020
101,765,1036
83,739,1000
88,742,1020
70,722,1015
58,752,1074
80,761,1032
86,762,1031
78,753,1035
65,733,1038
76,755,1063
85,829,1093
86,787,1056
65,755,1059
76,757,1078
85,774,1081
79,757,1090
75,774,1113
78,768,1111
75,781,1100
70,767,1109
75,798,1150
89,807,1159
87,816,1148
104,785,1157
83,807,1160
89,817,1169
96,799,1188
68,816,1191
73,793,1195
87,819,1193
83,834,1240
85,812,1224
108,825,1220
80,804,1236
94,839,1258
90,854,1257
74,839,1260
89,866,1273
97,869,1277
73,857,1340
74,852,1298
110,844,1298
116,893,1330
80,831,1304
91,857,1311
69,845,1332
117,849,1302
72,848,1319
107,870,1380
105,838,1342
60,844,1337
99,862,1332
93,873,1394
102,837,1383
86,851,1359
91,876,1380
111,914,1421
90,886,1411
76,873,1452
92,855,1409
92,897,1410
93,927,1425
74,893,1436
90,875,1434
109,929,1532
92,907,1502
99,902,1485
108,889,1534
97,920,1533
93,957,1564
107,909,1546
105,940,1551
110,988,1630
94,924,1553
76,891,1547
90,927,1557
81,934,1573
97,922,1570
87,897,1593
93,929,1641
117,1008,1639
106,931,1678
104,958,1695
89,938,1655
99,936,1627
92,953,1647
95,942,1649
105,1032,1726
105,946,1700
88,981,1706
100,959,1712
107,992,1725
105,979,1725
87,959,1706
114,1002,1818
113,979,1788
107,997,1750
99,985,1744
75,968,1800
116,955,1867
91,984,1815
82,1056,1842
99,989,1843
90,968,1818
106,1009,1849
94,1020,1848
121,1023,1858
114,1009,1886
125,1017,1989
98,1039,1877
87,1017,1901
97,1025,1913
112,1027,1918
118,1017,1996
99,1066,1998
131,1030,1962
125,1028,2029
93,1043,1969
88,1012,1928
84,1037,1944
92,1053,1994
92,1059,1989
124,1041,1966
116,1027,2023
114,1104,2017
96,1049,2005
99,1091,2037
121,1111,2117
113,1040,2054
113,1058,2077
133,1080,2101
108,1075,2101
113,1067,2091
139,1060,2199
102,1096,2140
107,1054,2142
110,1116,2147
92,1095,2145
98,1072,2144
120,1143,2247
114,1074,2170
99,1103,2189
136,1100,2245
102,1066,2272
122,1098,2289
121,1125,2276
111,1148,2299
132,1089,2253
119,1102,2249
126,1111,2326
125,1123,2338
133,1135,2282
107,1105,2294
113,1109,2308
113,1123,2361
110,1160,2383
134,1180,2409
122,1154,2456
123,1152,2413
126,1113,2422
107,1160,2430
120,1244,2520
121,1155,2526
114,1154,2472
124,1156,2481
108,1127,2458
106,1183,2525
115,1180,2460
95,1167,2470
117,1192,2492
124,1158,2502
136,1237,2530
111,1200,2561
135,1163,2655
126,1173,2583
89,1202,2627
137,1180,2667
146,1226,2608
108,1177,2643
134,1245,2661
95,1198,2632
142,1238,2687
101,1226,2687
119,1206,2637
133,1181,2666
144,1211,2657
122,1241,2742
130,1241,2742
145,1195,2698
166,1224,2724
122,1207,2744
116,1251,2817
128,1251,2820
136,1261,2829
132,1257,2830
118,1272,2832
139,1285,2925
144,1282,2916
126,1223,2893
126,1245,2848
117,1221,2900
145,1304,2916
115,1287,2881
95,1186,2876
162,1249,2872
115,1302,3016
115,1285,2949
126,1259,2910
129,1260,2920
128,1276,2960
125,1324,3031
112,1266,2979
138,1288,3006
118,1289,2996
111,1317,3079
144,1295,3070
124,1307,3035
125,1302,3062
115,1288,3096
191,1316,3173
142,1340,3201
152,1352,3143
111,1316,3118
152,1314,3210
132,1321,3127
120,1324,3310
130,1304,3165
132,1383,3260
141,1323,3259
150,1344,3213
128,1318,3235
141,1396,3295
147,1388,3823
156,1406,4104
167,1339,3308
175,1346,3394
127,1360,3370
117,1346,3346
165,1326,3336
136,1412,3441
181,1425,3468
145,1370,3444
127,1446,3523
120,1433,3636
145,1421,3582
117,1444,3572
129,1430,3603
117,1416,3589
134,1366,3502
114,1462,3638
142,1439,3690
191,1467,3773
154,1494,3745
117,1449,3754
175,1480,3763
125,1468,3781
189,1468,3936
206,1470,3784
165,1456,3798
161,1456,3793
143,1479,3796
147,1455,3730
148,1425,3797
141,1454,3811
174,1480,3880
135,1467,3920
181,1554,4111
170,1536,3985
177,1478,3956
144,1574,3943
207,1489,4036
177,1521,3964
125,1514,4014
154,1529,4013
137,1524,4086
143,1514,4078
152,1486,4160
153,1543,4168
174,1542,4117
187,1504,4095
149,1578,4160
161,1573,4221
