5,4,5,5,6,5,
11,6,8,8,13,7,
19,11,11,13,17,7,
30,12,13,12,26,7,
34,17,19,15,37,9,
47,22,26,17,51,10,
62,29,33,20,66,11,
81,38,42,21,85,13,
101,47,52,25,106,14,
66,11,11,5,23,2,
27,12,13,5,27,3,
31,15,15,6,32,3,
36,16,18,7,37,4,
42,19,21,7,43,4,
48,22,23,7,49,4,
55,25,26,7,55,4,
61,28,30,9,64,4,
69,32,33,9,69,5,
77,35,36,9,76,5,
87,38,40,10,85,5,
94,43,45,10,93,6,
102,46,49,11,101,5,
111,51,52,12,111,6,
122,55,57,12,121,6,
132,60,62,13,130,6,
143,65,67,13,140,6,
153,70,73,14,150,7,
296,105,162,30,232,10,
262,171,90,21,233,12,
311,104,89,16,185,8,
202,91,95,16,198,7,
215,97,100,16,212,8,
228,103,107,17,223,9,
243,108,113,18,236,9,
261,115,119,18,250,9,
272,122,126,19,264,9,
288,175,133,20,279,9,
303,136,140,19,294,10,
319,143,164,34,308,10,
334,151,154,21,325,10,
351,158,163,21,341,10,
369,166,171,23,358,11,
387,178,179,23,374,11,
405,181,187,23,391,11,
444,278,196,24,578,28,
638,254,211,31,523,15,
750,257,213,26,446,13,
482,219,222,25,465,12,
503,226,231,26,483,13,
666,234,240,27,562,12,
544,244,249,28,523,13,
565,253,259,28,543,13,
618,263,269,29,564,14,
608,273,280,29,587,14,
631,283,336,30,957,42,
874,293,300,31,656,14,
710,303,329,45,652,14,
703,315,322,31,717,15,
775,325,333,32,695,15,
751,336,344,33,753,16,
804,349,355,34,746,16,
804,359,386,60,769,17,
828,370,378,34,795,16,
884,381,391,35,819,17,
880,394,403,36,900,17,
907,407,415,36,871,17,
964,419,429,37,927,18,
984,439,449,39,946,18,
1014,452,463,39,971,18,
1044,464,476,39,999,18,
1075,478,531,40,1027,19,
1103,492,505,41,1056,20,
1134,506,518,42,1084,20,
1165,519,531,42,1116,19,
1197,534,546,43,1144,21,
1230,588,560,43,1176,20,
1262,567,575,44,1205,21,
1302,580,590,45,1237,21,
1334,595,605,45,1269,22,
1366,608,621,46,1339,22,
1402,625,636,47,1333,22,
1437,639,652,47,1365,22,
1473,655,667,48,1399,23,
1508,671,684,48,1470,23,
1544,687,699,49,1468,22,
1579,704,715,49,1500,23,
1616,719,733,50,1532,23,
1652,775,751,51,1562,23,
1690,754,766,51,1606,23,
1731,771,784,52,1643,24,
1767,789,802,53,1715,25,
1806,805,820,54,1693,24,
1801,802,820,53,1713,24,
1840,819,837,53,1787,24,
1878,837,855,54,1782,25,
1919,854,871,54,1827,25,
1958,872,920,56,1901,25,
1998,890,910,55,1901,26,
2039,906,927,57,1935,25,
2077,925,945,57,2120,37,
3280,1345,1040,78,2784,39,
3450,1488,1175,82,2059,29,
2213,1016,1002,59,2098,27,
2252,1002,1024,59,2133,27,
2336,1021,1040,60,2182,27,
2338,1042,1060,61,2222,28,
2383,1062,1081,61,2303,28,
2427,1081,1100,62,2300,28,
2472,1101,1121,63,2348,29,
2587,1181,1143,63,2412,29,
2569,1144,1196,64,2431,29,
2703,1189,1243,65,2540,30,
2667,1186,1204,66,2522,30,
2713,1245,1227,66,2567,30,
2760,1227,1248,67,2612,31,
2808,1288,1277,68,2657,31,
2857,1271,1290,68,2701,31,
2906,1333,1313,69,2748,32,
2970,1316,1335,69,2798,32,
3005,1375,1357,70,2839,32,
3055,1359,1379,71,2883,32,
3147,1379,1432,73,2936,33,
3148,1399,1427,72,2985,33,
3237,1450,1493,87,3026,34,
3260,1451,1471,73,3116,34,
3381,1473,1495,74,3129,34,
3365,1498,1519,114,3175,34,
3418,1513,1543,75,3231,34,
3470,1644,1568,76,3275,35,
3513,1563,1591,77,3372,35,
3568,1589,1614,77,3374,36,
3652,1607,1681,78,3428,36,
3675,1630,1669,79,3512,36,
3786,1665,1721,79,3531,36,
3786,1682,1715,80,3623,37,
3842,1704,1741,80,3641,36,
3968,1735,1795,81,3722,37,
4044,1762,1835,82,3768,38,
4038,1788,1817,82,3795,38,
4109,1816,1843,82,3851,39,
4126,1839,1912,83,3906,38,
4185,1866,1895,84,4499,49,
4946,1891,1925,86,4023,40,
4454,1916,1949,86,4078,39,
4371,1950,1979,86,4136,40,
4432,1947,2007,87,4197,40,
4486,2001,2030,88,4251,40,
4574,2038,2090,89,4310,40,
4649,2045,2088,89,4369,41,
4673,2072,2115,90,4445,41,
4783,2126,2143,91,4486,42,
4798,2129,2172,90,4532,42,
4900,2161,2200,91,4601,42,
4964,2200,2228,91,4655,42,
5011,2220,2289,92,4711,43,
5054,2242,2320,94,4832,43,
5146,2278,2344,95,4949,43,
5208,2332,2347,94,4912,43,
5273,2339,2376,95,5004,44,
5338,2563,2833,114,5639,45,
5896,2686,2467,97,5358,45,
6115,2583,2579,102,5505,46,
6029,2559,2609,102,5566,47,
6115,2607,2641,103,5572,47,
6196,2644,2772,103,5745,47,
6076,2652,2806,104,5848,48,
6091,2683,2737,106,5973,49,
6154,2813,2768,105,5970,48,
6303,2760,2804,106,6060,49,
6280,2831,2859,107,5957,49,
6356,2819,2870,108,5997,49,
7275,2858,2899,109,6066,50,
6512,2871,2871,107,6016,48,
6468,2865,2906,107,6239,48,
6631,2893,2938,107,6268,48,
6840,2924,3089,108,6692,49,
6761,3045,3068,109,6782,50,
6858,3076,3458,112,6525,52,
6981,3175,3143,112,6659,51,
7298,3124,3250,113,6842,52,
7830,3193,3210,115,6830,53,
7263,3197,3367,115,6864,52,
7344,3392,3326,117,6912,53,
7797,3272,3317,118,7107,53,
7513,3337,3360,118,7083,53,
7610,3325,3463,118,7113,54,
7673,3363,3475,119,7173,54,
7752,3439,3463,120,7236,54,
7743,3448,3504,120,7332,54,
7861,3482,3539,120,7400,54,
7982,3532,3577,121,7472,54,
8049,3550,3459,116,7256,52,
7783,3448,3495,116,7304,53,
7837,3461,3531,118,7385,53,
7997,3545,3598,118,7505,54,
8051,3546,3603,119,7539,54,
8055,3585,3641,120,7603,54,
8159,3685,3677,121,7687,54,
8247,3672,3712,121,7761,55,
8348,3692,3749,122,7834,55,
8415,3736,3786,123,7918,55,
8469,3773,4000,123,8190,56,
8857,3854,4096,123,8317,55,
8931,3840,4139,124,8400,55,
9024,4074,4027,127,8454,57,
9149,4303,4066,128,8556,58,
9101,4043,4102,129,8572,58,
9189,4086,4143,130,8671,58,
9102,4042,4097,128,8556,57,
9440,4068,4132,129,8769,58,
9258,4106,4265,129,8716,58,
9428,4147,4208,131,8810,59,
9511,4216,4249,132,8890,59,
9544,4238,4329,132,8961,59,
9756,4290,4392,133,9492,61,
9998,4449,4469,136,9348,61,
10001,4716,4615,140,9645,63,
10593,4880,4789,145,10250,65,
10629,4961,4737,138,10168,66,
10839,4782,4851,146,10207,66,
10928,5359,5174,147,10504,67,
11032,4864,4951,147,10372,67,
11031,4935,4987,150,10446,66,
11142,4977,5031,148,10539,66,
11273,5017,5076,151,10621,67,
11354,5045,5122,150,10687,68,
11477,5091,5177,149,10790,68,
11634,5145,5230,151,10878,68,
11610,5161,5136,147,10860,66,
11594,5189,5185,148,10927,67,
11666,5219,5260,150,10987,68,
11805,5198,5343,150,11077,68,
11999,5218,5443,151,11220,68,
12166,5369,5480,152,11407,69,
12152,5488,5477,152,11502,69,
12176,5466,5492,154,11654,70,
12272,5558,5496,154,11601,70,
12465,5477,5544,155,11733,70,
12606,5607,5593,156,11995,70,
